0.000000000000000000e+00,1.826216300718361552e-01,4.507504413084204714e-02,1.698767243701032603e-01
0.000000000000000000e+00,6.747811588305598907e-01,2.873001181255048220e-01,1.933435453520116143e+00
0.000000000000000000e+00,1.167868641611405495e-01,1.888431130680224071e-02,2.334392201663721411e-01
0.000000000000000000e+00,2.246946087083078608e-02,1.250382079971498576e-02,7.141562688952445004e-02
0.000000000000000000e+00,7.159138441415676679e-01,9.771785697304405036e-03,6.485496659161646971e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.211550150775829837e-02,8.965470316278517648e-02
0.000000000000000000e+00,0.000000000000000000e+00,4.284419691217096759e-01,6.068849790915700204e-01
0.000000000000000000e+00,2.952832026637919882e-01,3.274355184570896388e-02,2.388480429207669731e-01
0.000000000000000000e+00,2.544815018112743261e-03,1.220378311034987645e-01,3.206918370605897906e-01
2.475798311646158767e-02,0.000000000000000000e+00,5.175270619380242104e-02,2.199004983591032192e-01
0.000000000000000000e+00,3.524449193718291462e-01,5.491168468076833981e-02,2.096030429561893393e-01
0.000000000000000000e+00,1.135507152555993889e-02,6.254763017348662427e-03,4.195554618580952383e-02
1.000000000000000000e+00,0.000000000000000000e+00,2.415308073839168568e-01,3.848418708124122234e-01
0.000000000000000000e+00,7.729016985878466028e-02,2.286824061830251831e-02,1.489660119361372603e-01
1.000000000000000000e+00,0.000000000000000000e+00,5.803887794906243958e-01,7.858702209549810469e-01
2.086699234046086870e-01,9.059646584313021389e-01,0.000000000000000000e+00,1.365035535428782865e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.046052269792781042e-02,2.996534942253974432e-01
0.000000000000000000e+00,0.000000000000000000e+00,6.656793838105755645e-01,1.080667491497648403e+00
0.000000000000000000e+00,4.571454918335458861e-02,3.030823271829663837e-02,6.973927209727802390e-02
0.000000000000000000e+00,9.158237887943308786e-02,9.476218543208427686e-03,1.630323340125882925e-01
0.000000000000000000e+00,1.124135398301521482e-01,3.183852750199040599e-02,9.216600929207795223e-02
0.000000000000000000e+00,1.845084823278233047e-02,1.696577771486504132e-03,1.000000000000000021e-02
0.000000000000000000e+00,8.287594911296138900e-01,1.108728541474967161e-01,5.975805825724153086e-01
0.000000000000000000e+00,2.728212784030517937e-02,2.344194138233809954e-02,6.569006844899361042e-02
0.000000000000000000e+00,1.885200032666596026e-01,5.278796329060321535e-02,4.273394995727511914e-01
1.000000000000000000e+00,0.000000000000000000e+00,6.827774304607874267e-01,1.046438393553916102e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.559906163951885860e-02,5.323573314724456829e-01
0.000000000000000000e+00,4.481290250001193631e-02,4.128275720134595705e-02,1.009287751383433768e-01
0.000000000000000000e+00,2.527626757970536930e-01,1.665869863593119962e-02,2.824628167774037024e-01
0.000000000000000000e+00,6.183439420335772908e-03,1.148509510745679071e-02,6.589231151743402126e-02
0.000000000000000000e+00,5.616352334699635795e-01,3.373037727660840174e-02,6.639877113698041677e-01
0.000000000000000000e+00,0.000000000000000000e+00,5.095601140641007332e-01,9.926960003569172963e-01
0.000000000000000000e+00,2.774517501653068693e-02,1.511127365751450090e-02,5.474510871728612005e-02
0.000000000000000000e+00,5.824773719654726678e-01,1.016622711724820272e-01,5.007918389648159385e-01
0.000000000000000000e+00,1.000000000000000000e+00,9.274889860546679798e-02,3.583541086746174109e+00
0.000000000000000000e+00,1.067730701471151927e-01,1.122949278989818639e-01,3.266801228176283711e-01
0.000000000000000000e+00,1.566051336691518525e-01,3.739200265763247683e-02,1.380775522166703406e-01
1.552920042552474456e-01,0.000000000000000000e+00,3.950074450106479396e-01,6.173016279458533040e-01
4.000241562957135288e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.275316875877901435e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.246889913336622691e-01,9.390782621431893462e-01
5.533161031251596640e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.170395726970737016e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.257161729339886125e-01,1.126488039211858583e+00
7.962674325190703672e-02,1.027428749975355937e-01,2.493147630294745287e-02,3.706044596059651641e-02
2.258121541406221677e-01,0.000000000000000000e+00,1.045211329890371188e-01,3.651506386303763341e-01
0.000000000000000000e+00,2.006849372743809909e-02,1.418661202689595717e-02,2.418166789361426636e-02
7.140545597056612293e-01,1.421197195925861384e-02,0.000000000000000000e+00,1.130530444535833068e+00
4.189921290494839218e-02,0.000000000000000000e+00,1.425436187013559043e-02,6.723385505436067777e-02
0.000000000000000000e+00,1.000000000000000000e+00,2.899168349921370513e-01,8.482345224836239650e-01
0.000000000000000000e+00,3.926428895670519559e-02,2.113381615581660239e-02,7.747317124746939954e-02
1.298396310539638998e-01,0.000000000000000000e+00,1.351931355861237527e-01,5.191187384014945838e-01
7.981588468233528078e-01,0.000000000000000000e+00,3.527041368353781570e-01,6.522745328106942519e-01
0.000000000000000000e+00,1.338829105199791647e-02,9.203147301156346452e-03,7.599493725969086455e-02
2.500371318616858955e-03,6.364895689296008047e-03,3.907468850058083048e-04,1.000000000000000021e-02
0.000000000000000000e+00,1.000000000000000000e+00,3.239898687237419833e-02,1.266875692041940393e+00
0.000000000000000000e+00,2.898216233890683891e-02,3.957800537703044103e-02,9.542430515919919642e-02
2.975137801433053465e-05,1.404646776912417232e-02,1.576904783346531587e-03,1.000000000000000021e-02
0.000000000000000000e+00,1.517667910531541459e-02,5.043405829344247554e-02,8.730955673011527030e-02
2.088874360822553372e-02,0.000000000000000000e+00,6.149387122239329678e-02,2.008629171848220485e-01
1.591454271591221381e-01,1.638477637126219411e-01,2.649383565970694909e-02,2.962292711298951040e-02
0.000000000000000000e+00,0.000000000000000000e+00,7.167075493333600056e-01,1.519909518350517130e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.504056472447640069e-01,6.041003839014714716e-01
1.000000000000000000e+00,0.000000000000000000e+00,4.830176901228486197e-01,3.838707360310704142e-01
5.374562839903785499e-02,0.000000000000000000e+00,3.785409450096239442e-02,7.002604806490846101e-02
0.000000000000000000e+00,1.412174062714030842e-01,1.115684714219620371e-02,1.390632508047542348e-01
